0,752908966;0,153319644;0,511978097;0;0,454483231;0,079397673;0,394250513;0,720054757;0,525667351;0;0,744695414;0;0;0;0,169746749;0,681724846;0,692676249;0,158795346;0,637919233;0,563997262;0,59137577;0,06844627;0;0,616016427;0,229979466;0;0;0,424366872;0,503764545;0,465434634;0,536618754;0;0,783025325;0,692676249;0,725530459;0,476386037;0,596851472;0,405201916;0,454483231;0,676249144;0,542094456;0,468172485;0,492813142;0,065708419;1,344284736;0,670773443;0;0,854209446;0,459958932;0,673511294;0,550308008;1,018480493;0,492813142;0,670773443;0;0,665297741;0,479123888;0,205338809;0,492813142;0,331279945;0,257357974;0,610540726;0,043805613;0,287474333;0,553045859;0,542094456;0;0,492813142;0,07118412;1,004791239;0;0,484599589;0,043805613;0,599589322;0,668035592;0,509240246;0,509240246;0,542094456;0,084873374;0,506502396;0,66255989;0,950034223;0,495550992;0;0;0,637919233;0;1,026694045;0,616016427;0,465434634;0,744695414;0;0,180698152;0,739219713;0,366872005;0,651608487;0,821355236;0;0,090349076;0
1,11156742;0,536618754;0,646132786;0,676249144;0,637919233;0,424366872;0,440793977;0,758384668;0,563997262;0,884325804;0,826830938;0,041067762;0,692676249;0,019164956;0,427104723;0,733744011;0,709103354;0,221765914;0,698151951;0,648870637;1,089664613;0,358658453;0,714579055;0,673511294;0,547570157;0,501026694;0,073921971;0,470910335;0,580424367;0,558521561;1,535934292;0,788501027;0,919917864;0,769336071;0,845995893;0,542094456;0,684462697;0,454483231;0,525667351;1,188227242;0,596851472;0,539356605;0,531143053;0,153319644;1,382614648;0,703627652;0,462696783;1,133470226;0,542094456;0,744695414;0,648870637;1,344284736;0,889801506;0,988364134;0,240930869;0,76386037;0,536618754;0,317590691;0,588637919;0,750171116;0,599589322;0,684462697;0,128678987;0,561259411;0,646132786;0,629705681;0,544832307;0,588637919;0,27926078;1,117043121;0,361396304;0,788501027;0,128678987;1,448323066;0,826830938;0,629705681;0,725530459;0,65982204;0,164271047;0,752908966;0,741957563;1,117043121;1,49486653;0,440793977;0,648870637;0,747433265;0,240930869;1,11430527;0,714579055;0,536618754;0,788501027;0,780287474;0,470910335;0,898015058;0,476386037;0,826830938;0,936344969;0,569472964;0,17522245;0,648870637
1,25119781;0,596851472;0,758384668;0,722792608;0,684462697;0,511978097;0,490075291;0,854209446;0,618754278;0,941820671;0,881587953;0,194387406;0,815879535;0,572210815;0,550308008;0,944558522;0,772073922;0,323066393;1,163586585;0,678986995;1,193702943;0,624229979;0,818617385;0,788501027;0,8678987;0,536618754;0,27652293;0,52019165;0,678986995;0,607802875;1,744010951;0,856947296;1,015742642;1,013004791;0,971937029;0,572210815;0,722792608;0,574948665;0,646132786;1,248459959;0,769336071;0,583162218;0,605065024;0,219028063;1,481177276;0,818617385;0,509240246;1,210130048;0,654346338;0,815879535;1,119780972;1,590691307;0,988364134;1,062286105;0,624229979;0,881587953;0,632443532;0,585900068;0,692676249;0,889801506;0,952772074;0,741957563;0,20807666;0,996577687;0,722792608;0,818617385;0,613278576;0,657084189;0,396988364;1,122518823;0,607802875;1,002053388;0,246406571;1,590691307;0,845995893;0,780287474;0,815879535;0,980150582;0,295687885;0,851471595;0,76386037;1,160848734;1,70294319;0,65982204;2,214921287;1,28678987;0,624229979;1,158110883;0,772073922;0,580424367;0,876112252;0,807665982;0,48733744;1,103353867;0,618754278;0,925393566;1,026694045;0,651608487;0,550308008;0,651608487
NA;0,613278576;0,859685147;0,741957563;0,873374401;0,577686516;0,533880903;0,922655715;0,670773443;0,980150582;0,919917864;0,240930869;0,963723477;0,648870637;0,6954141;0,963723477;0,993839836;0,369609856;1,240246407;0,761122519;1,281314168;NA;1,138945927;0,90349076;1,138945927;0,580424367;0,440793977;0,616016427;0,8678987;0,769336071;NA;1,106091718;NA;1,133470226;NA;NA;NA;0,783025325;0,832306639;1,366187543;0,832306639;0,65982204;0,657084189;0,262833676;NA;0,982888433;0,588637919;1,35797399;0,728268309;0,873374401;1,42642026;NA;1,048596851;1,11430527;NA;0,971937029;0,791238877;0,635181383;0,818617385;0,991101985;NA;0,826830938;0,380561259;NA;0,813141684;0,93908282;0,654346338;0,728268309;0,605065024;1,174537988;NA;1,117043121;0,517453799;NA;0,884325804;0,971937029;NA;1,311430527;0,429842574;NA;0,783025325;NA;NA;NA;NA;1,344284736;NA;1,273100616;0,829568789;0,657084189;0,898015058;0,955509925;0,673511294;1,201916496;NA;1,040383299;1,084188912;0,714579055;NA;0,681724846
NA;0,692676249;0,944558522;0,854209446;NA;0,613278576;0,610540726;1,013004791;0,813141684;1,021218344;0,958247775;0,462696783;1,040383299;0,728268309;NA;1,002053388;1,149897331;0,490075291;1,319644079;0,928131417;1,53045859;NA;NA;0,955509925;1,555099247;0,621492129;0,514715948;0,854209446;NA;0,887063655;NA;1,188227242;NA;NA;NA;NA;NA;0,862422998;0,933607118;NA;0,941820671;0,755646817;0,777549624;0,391512663;NA;1,125256674;0,607802875;1,409993155;0,804928131;0,941820671;NA;NA;1,25119781;NA;NA;1,045859001;0,843258042;0,651608487;0,928131417;NA;NA;0,881587953;0,470910335;NA;0,955509925;1,089664613;0,709103354;0,829568789;0,73100616;1,199178645;NA;1,201916496;0,62696783;NA;0,960985626;1,048596851;NA;1,837097878;0,509240246;NA;0,925393566;NA;NA;NA;NA;1,42642026;NA;1,388090349;0,887063655;0,752908966;1,004791239;1,059548255;1,32238193;1,297741273;NA;1,051334702;1,300479124;NA;NA;0,722792608
NA;0,744695414;1,103353867;0,925393566;NA;NA;0,706365503;1,065023956;0,925393566;1,056810404;0,996577687;0,577686516;1,226557153;0,802190281;NA;1,040383299;1,316906229;NA;NA;1,023956194;NA;NA;NA;1,070499658;NA;NA;NA;0,925393566;NA;NA;NA;1,273100616;NA;NA;NA;NA;NA;0,933607118;0,966461328;NA;NA;0,832306639;0,780287474;0,462696783;NA;1,248459959;NA;1,607118412;0,889801506;1,018480493;NA;NA;NA;NA;NA;NA;0,941820671;0,73100616;NA;NA;NA;NA;0,561259411;NA;0,985626283;NA;0,744695414;0,914442163;0,854209446;1,295003422;NA;1,300479124;0,747433265;NA;0,999315537;1,11156742;NA;2,067077344;0,607802875;NA;NA;NA;NA;NA;NA;2,288843258;NA;1,429158111;0,944558522;0,829568789;1,067761807;NA;NA;1,377138946;NA;NA;1,407255305;NA;NA;0,761122519
NA;0,783025325;NA;0,982888433;NA;NA;0,783025325;1,095140315;1,015742642;1,095140315;1,034907598;0,657084189;1,270362765;0,843258042;NA;1,138945927;1,431895962;NA;NA;1,122518823;NA;NA;NA;NA;NA;NA;NA;1,097878166;NA;NA;NA;1,35797399;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,01026694;0,848733744;NA;NA;1,325119781;NA;2,036960986;0,960985626;1,056810404;NA;NA;NA;NA;NA;NA;1,034907598;0,783025325;NA;NA;NA;NA;0,648870637;NA;1,089664613;NA;0,788501027;1,002053388;1,07871321;1,333333333;NA;1,377138946;0,90349076;NA;1,037645448;1,248459959;NA;NA;0,65982204;NA;NA;NA;NA;NA;NA;2,392881588;NA;1,464750171;1,00752909;0,941820671;1,144421629;NA;NA;NA;NA;NA;1,70294319;NA;NA;0,837782341
NA;0,821355236;NA;1,051334702;NA;NA;0,960985626;NA;NA;1,133470226;1,073237509;0,711841205;1,311430527;0,878850103;NA;1,174537988;1,527720739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,133470226;NA;NA;NA;1,442847365;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,152635181;1,193702943;NA;NA;1,344284736;NA;2,349075975;1,04312115;1,073237509;NA;NA;NA;NA;NA;NA;1,160848734;0,821355236;NA;NA;NA;NA;0,772073922;NA;1,127994524;NA;0,829568789;1,106091718;NA;1,431895962;NA;1,456536619;0,982888433;NA;1,075975359;1,333333333;NA;NA;0,66255989;NA;NA;NA;NA;NA;NA;NA;NA;1,59890486;1,059548255;1,11430527;1,223819302;NA;NA;NA;NA;NA;1,820670773;NA;NA;0,925393566
NA;0,859685147;NA;1,127994524;NA;NA;1,103353867;NA;NA;1,171800137;1,11430527;0,950034223;NA;1,01026694;NA;1,212867899;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,333333333;NA;NA;NA;1,481177276;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,275838467;1,305954825;NA;NA;NA;NA;4,610540726;1,117043121;NA;NA;NA;NA;NA;NA;NA;NA;0,859685147;NA;NA;NA;NA;NA;NA;1,201916496;NA;NA;NA;NA;1,483915127;NA;NA;1,152635181;NA;1,11430527;NA;NA;NA;0,722792608;NA;NA;NA;NA;NA;NA;NA;NA;1,648186174;1,097878166;1,149897331;1,245722108;NA;NA;NA;NA;NA;NA;NA;NA;1,106091718
NA;0,898015058;NA;1,166324435;NA;NA;1,226557153;NA;NA;1,210130048;1,152635181;1,056810404;NA;1,051334702;NA;1,25119781;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,409993155;NA;NA;NA;1,524982888;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,352498289;1,325119781;NA;NA;NA;NA;NA;1,193702943;NA;NA;NA;NA;NA;NA;NA;NA;0,898015058;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,56605065;NA;NA;NA;NA;1,155373032;NA;NA;NA;0,873374401;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,160848734;1,349760438;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,169062286
